"Clay loam"||"107576916"|"109430212"
"Sandy clay loam"||"107576917"|"109430213"
"Loam"||"107576918"|"109430360"
"Fine sandy loam"||"107576919"|"109430964"
"Sandy clay loam"||"107576920"|"109430361"
"Fine sandy loam"||"107576921"|"109430214"
"Clay loam"||"107576922"|"109429549"
"Clay loam"||"107576923"|"109429985"
"Clay"||"107576924"|"109429550"
"Clay loam"||"107576925"|"109429713"
"Silty clay loam"||"107576926"|"109429714"
"Clay loam"||"107576927"|"109429715"
"Silty clay loam"||"107576928"|"109429716"
"Clay loam"||"107576929"|"109429205"
"Silty clay loam"||"107576930"|"109429500"
"Clay loam"||"107576931"|"109429637"
"Clay"||"107576932"|"109429638"
"Clay"||"107576933"|"109429352"
"Silty clay"||"107576934"|"109429353"
"Silty clay loam"||"107576935"|"109429354"
"Silty clay loam"||"107576936"|"109429355"
"Clay loam"||"107576937"|"109429204"
"Clay"||"107576938"|"109429499"
"Clay loam"||"107576939"|"109429634"
"Sandy clay loam"||"107576940"|"109429635"
"Clay loam"||"107576941"|"109429636"
"Clay loam"||"107576942"|"109429497"
"Sandy clay loam"||"107576943"|"109429202"
"Clay loam"||"107576944"|"109429498"
"Sandy clay loam"||"107576945"|"109429203"
"Loam"||"107576946"|"109429633"
"Sandy clay loam"||"107576947"|"109429349"
"Loam"||"107576948"|"109429350"
"Clay loam"||"107576949"|"109429348"
"Clay loam"||"107576950"|"109429201"
"Sandy clay loam"||"107576951"|"109429496"
"Clay loam"||"107576952"|"109429351"
"Sandy clay loam"||"107576953"|"109429200"
"Loam"||"107576954"|"109429495"
"Clay loam"||"107576955"|"109430310"
"Clay loam"||"107576956"|"109430912"
"Sandy clay loam"||"107576957"|"109430311"
"Clay loam"||"107576958"|"109430156"
"Sandy clay loam"||"107576959"|"109430157"
"Clay loam"||"107576960"|"109430158"
"Sandy clay loam"||"107576961"|"109430159"
"Clay loam"||"107576962"|"109429849"
"Clay loam"||"107576963"|"109430913"
"Loam"||"107576964"|"109430312"
"Silty clay loam"||"107576965"|"109430313"
"Clay loam"||"107576966"|"109430914"
"Silty clay loam"||"107576967"|"109430160"
"Loam"||"107576968"|"109430161"
"Silty clay loam"||"107576969"|"109430163"
"Clay loam"||"107576970"|"109430915"
"Loam"||"107576971"|"109430162"
"Clay loam"||"107576972"|"109430344"
"Clay loam"||"107576973"|"109430945"
"Clay"||"107576974"|"109430189"
"Clay loam"||"107576975"|"109430190"
"Silty clay loam"||"107576976"|"109430191"
"Clay loam"||"107576977"|"109430192"
"Silty clay loam"||"107576978"|"109430946"
"Loam"||"107576979"|"109430341"
"Clay loam"||"107576980"|"109430943"
"Sandy clay loam"||"107576981"|"109430342"
"Loam"||"107576982"|"109430425"
"Clay loam"||"107576983"|"109430343"
"Sandy clay loam"||"107576984"|"109430944"
"Clay loam"||"107576985"|"109430426"
"Sandy clay loam"||"107576986"|"109430427"
"Loam"||"107576987"|"109430428"
"Loam"||"107576988"|"109430080"
"Clay loam"||"107576989"|"109429991"
"Sandy clay loam"||"107576990"|"109429682"
"Sandy clay loam"||"107576991"|"109429556"
"Clay loam"||"107576992"|"109429990"
"Clay loam"||"107576993"|"109430137"
